obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.MTOH,3.79,B,P,6.28,C,S
N.TKJH,3.85,B,P,6.43,C,S
N.HOFH,4.46,B,P,7.41,C,S
N.HGIH,4.85,B,P,8.09,C,S
N.MTMH,5.94,B,P,9.87,C,S
N.UBEH,6.42,B,P,10.91,C,S
N.NGTH,6.34,B,P,10.83,C,S
N.MNEH,7.03,B,P,11.95,C,S
N.MICH,7.12,B,P,12.03,C,S
N.TKUH,7.23,B,P,12.11,C,S
N.MKWH,7.84,B,P,13.31,C,S
N.KIKH,8.18,B,P,13.87,C,S
N.TMGH,8.36,B,P,14.07,C,S
N.SYTH,9.70,B,P,16.34,C,S
N.TYUH,9.71,B,P,16.71,C,S
N.SKIH,10.69,B,P,18.17,C,S
N.KKYH,10.84,B,P,18.54,C,S
N.KNSH,11.91,B,P,20.33,C,S
N.MITH,12.13,B,P,20.45,C,S
N.BZNH,13.54,B,P,22.85,C,S
N.OKMH,13.81,B,P,23.49,C,S
N.HISH,23.88,B,P,99.99,*,S
N.AKIH,24.54,B,P,99.99,*,S
N.YMGH,14.54,B,P,24.76,C,S
N.TOHH,14.78,B,P,25.25,C,S
N.KNGH,27.65,B,P,99.99,*,S
N.GENH,16.69,B,P,28.60,C,S
N.YGNH,17.10,B,P,29.07,C,S
N.KURH,29.48,B,P,99.99,*,S
N.UMIH,19.57,B,P,33.38,C,S
