obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.KMGH,4.19,B,P,6.80,C,S
N.SETH,4.38,B,P,7.18,C,S
N.SYOH,4.59,B,P,7.53,C,S
N.HNSH,4.93,B,P,8.00,C,S
N.OHAH,5.59,B,P,9.30,C,S
N.TKBH,5.68,B,P,9.53,C,S
N.NKOH,6.15,B,P,10.19,C,S
N.AIOH,6.33,B,P,10.46,C,S
N.OKYH,6.79,B,P,11.50,C,S
N.SGUH,6.83,B,P,11.50,C,S
N.CHZH,7.45,B,P,12.66,C,S
N.KSBH,8.52,B,P,14.31,C,S
N.HKBH,8.71,B,P,14.81,C,S
N.YMSH,8.72,B,P,14.89,C,S
N.UUMH,9.04,B,P,15.32,C,S
N.YBRH,9.44,B,P,16.06,C,S
N.BSEH,10.83,B,P,18.49,C,S
N.SKGH,11.00,B,P,18.66,C,S
N.TTAH,11.70,B,P,20.26,C,S
N.KAMH,12.24,B,P,20.83,C,S
N.IAMH,13.16,B,P,22.29,C,S
N.HKTH,15.21,B,P,26.29,C,S
N.NMKH,15.54,B,P,27.01,C,S
N.MHSH,18.29,B,P,30.67,C,S
N.TOKH,17.58,B,P,29.99,C,S
N.KNHH,32.59,B,P,99.99,*,S
