obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.MITH,4.64,B,P,7.58,C,S
N.KNGH,5.33,B,P,8.88,C,S
N.HIKH,6.23,B,P,10.28,C,S
N.TMGH,6.97,B,P,11.45,C,S
N.GOTH,7.04,B,P,11.94,C,S
N.TGUH,7.48,B,P,12.57,C,S
N.GEIH,7.51,B,P,12.86,C,S
N.IWAH,7.95,B,P,13.34,C,S
N.MTMH,8.89,B,P,15.21,C,S
N.MICH,9.15,B,P,15.49,C,S
N.HRSH,9.31,B,P,15.68,C,S
N.SKIH,9.72,B,P,16.09,C,S
N.OOCH,10.38,B,P,17.78,C,S
N.HSMH,10.90,B,P,18.44,C,S
N.MKWH,12.36,B,P,20.69,C,S
N.HGIH,12.24,B,P,20.84,C,S
N.TKJH,12.86,B,P,21.53,C,S
N.OKMH,13.98,B,P,23.58,C,S
N.HHIH,14.62,B,P,25.14,C,S
N.KURH,14.83,B,P,25.27,C,S
N.MTOH,14.67,B,P,25.07,C,S
N.YSDH,14.95,B,P,25.62,C,S
N.NGTH,15.07,B,P,25.94,C,S
N.SYTH,15.20,B,P,26.13,C,S
N.KSAH,15.25,B,P,26.45,C,S
N.TKUH,16.37,B,P,27.93,C,S
N.KACH,16.99,B,P,28.99,C,S
N.TOHH,18.19,B,P,31.10,C,S
