obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.HISH,3.32,B,P,5.30,C,S
N.HRSH,4.34,B,P,7.17,C,S
N.TGUH,5.07,B,P,8.05,C,S
N.SKIH,5.22,B,P,8.70,C,S
N.OKMH,5.35,B,P,8.70,C,S
N.KURH,5.54,B,P,9.38,C,S
N.YSHH,6.72,B,P,11.21,C,S
N.HHIH,6.68,B,P,11.30,C,S
N.GEIH,6.80,B,P,11.32,C,S
N.KRHH,6.84,B,P,11.35,C,S
N.IKNH,7.15,B,P,11.80,C,S
N.HIKH,7.43,B,P,12.35,C,S
N.MITH,8.15,B,P,13.73,C,S
N.MKWH,8.40,B,P,14.03,C,S
N.MICH,8.72,B,P,14.57,C,S
N.IWAH,8.85,B,P,14.89,C,S
N.HSMH,9.30,B,P,15.74,C,S
N.KNGH,9.53,B,P,15.90,C,S
N.SYTH,9.80,B,P,16.65,C,S
N.TOHH,9.72,B,P,16.48,C,S
N.MIHH,9.82,B,P,16.77,C,S
N.KSAH,10.14,B,P,17.27,C,S
N.MYKH,11.01,B,P,18.92,C,S
N.TMGH,12.13,B,P,99.99,*,S
N.OOCH,12.44,B,P,21.23,C,S
N.NMKH,14.21,B,P,99.99,*,S
N.TBEH,14.43,B,P,24.52,C,S
N.MTOH,16.42,B,P,28.14,C,S
N.HKTH,19.73,B,P,99.99,*,S
