obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.SKGH,2.61,B,P,4.33,C,S
N.KSBH,3.36,B,P,5.58,C,S
N.AKSH,4.08,B,P,6.83,C,S
N.YBRH,5.59,B,P,9.44,C,S
N.KWHH,6.00,B,P,10.05,C,S
N.MZKH,9.90,B,P,99.99,*,S
N.CHZH,6.79,B,P,11.53,C,S
N.SYOH,7.94,B,P,12.88,C,S
N.HINH,8.01,B,P,13.64,C,S
N.IAMH,8.55,B,P,14.28,C,S
N.MHSH,9.51,B,P,16.16,C,S
N.HKTH,9.34,B,P,15.89,C,S
N.OHAH,9.54,B,P,16.17,C,S
N.HKBH,9.67,B,P,16.46,C,S
N.TKBH,10.37,B,P,17.58,C,S
N.SGOH,10.71,B,P,18.19,C,S
N.TTAH,11.70,B,P,19.76,C,S
N.KMGH,12.23,B,P,20.82,C,S
N.SETH,12.90,B,P,21.95,C,S
N.KSIH,21.98,B,P,99.99,*,S
N.SGUH,24.02,B,P,99.99,*,S
N.HNSH,14.39,B,P,24.50,C,S
N.BSEH,14.70,B,P,24.79,C,S
N.KAMH,17.18,B,P,29.27,C,S
N.UUMH,19.05,B,P,32.55,C,S
