obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.UUMH,4.02,B,P,6.60,C,S
N.AIOH,4.87,B,P,8.03,C,S
N.HNSH,5.13,B,P,8.44,C,S
N.KMGH,7.20,B,P,99.99,*,S
N.SGUH,7.38,B,P,12.30,C,S
N.KKGH,7.37,B,P,12.25,C,S
N.OHCH,7.48,B,P,12.63,C,S
N.MHRH,7.67,B,P,12.89,C,S
N.SETH,7.68,B,P,12.91,C,S
N.MKIH,8.01,B,P,13.55,C,S
N.YMSH,9.56,B,P,15.92,C,S
N.OHAH,10.60,B,P,17.68,C,S
N.AYKH,10.69,B,P,18.32,C,S
N.WKYH,10.92,B,P,18.66,C,S
N.TKBH,11.50,B,P,19.43,C,S
N.KAMH,12.17,B,P,20.32,C,S
N.CHZH,13.69,B,P,23.21,C,S
