obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.TKJH,2.22,B,P,3.57,C,S
N.HOFH,4.26,B,P,7.14,C,S
N.MKWH,4.72,B,P,7.81,C,S
N.TKUH,4.79,B,P,7.98,C,S
N.MICH,5.17,B,P,8.74,C,S
N.MTOH,6.29,B,P,99.99,*,S
N.MTMH,6.40,B,P,10.87,C,S
N.SYTH,6.58,B,P,11.03,C,S
N.IKNH,6.65,B,P,11.04,C,S
N.HGIH,7.20,B,P,99.99,*,S
N.UBEH,8.09,B,P,13.82,C,S
N.SKIH,8.21,B,P,13.68,C,S
N.TMGH,8.68,B,P,14.72,C,S
N.HIKH,8.83,B,P,15.00,C,S
N.KNSH,9.39,B,P,15.50,C,S
N.NGTH,9.14,B,P,15.93,C,S
N.MNEH,9.62,B,P,16.40,C,S
N.OKMH,10.88,B,P,18.25,C,S
N.MITH,10.92,B,P,18.44,C,S
N.HISH,11.40,B,P,19.04,C,S
N.TOHH,11.87,B,P,19.94,C,S
N.TYUH,12.62,B,P,21.59,C,S
N.KKYH,12.97,B,P,22.37,C,S
N.AKIH,13.54,B,P,22.77,C,S
N.KURH,14.46,B,P,99.99,*,S
N.YMGH,14.39,B,P,24.37,C,S
N.BZNH,14.59,B,P,24.67,C,S
N.KNGH,14.99,B,P,25.48,C,S
N.IKTH,16.00,B,P,27.06,C,S
N.MISH,16.24,B,P,99.99,*,S
N.TBEH,18.76,B,P,31.65,C,S
N.HSMH,18.75,B,P,31.93,C,S
N.NTHH,19.12,B,P,32.26,C,S
