obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.MTMH,3.40,B,P,5.64,C,S
N.TMGH,3.87,B,P,6.57,C,S
N.MICH,4.15,B,P,6.84,C,S
N.HIKH,5.21,B,P,99.99,*,S
N.TKJH,6.31,B,P,99.99,*,S
N.MITH,6.53,B,P,10.96,C,S
N.HGIH,6.79,B,P,11.44,C,S
N.SKIH,7.23,B,P,12.26,C,S
N.MKWH,7.41,B,P,99.99,*,S
N.TGUH,8.07,B,P,99.99,*,S
N.MTOH,8.53,B,P,14.45,C,S
N.IKNH,8.68,B,P,14.52,C,S
N.HOFH,9.35,B,P,15.86,C,S
N.NGTH,9.79,B,P,16.62,C,S
N.TKUH,10.23,B,P,17.32,C,S
N.HISH,10.36,B,P,17.56,C,S
N.KNGH,10.34,B,P,17.42,C,S
N.SYTH,10.45,B,P,99.99,*,S
N.OKMH,11.69,B,P,20.12,C,S
N.UBEH,12.29,B,P,99.99,*,S
N.IWAH,12.64,B,P,99.99,*,S
N.KNSH,14.00,B,P,23.60,C,S
N.KURH,14.36,B,P,24.51,C,S
N.TYUH,14.43,B,P,24.71,C,S
N.TOHH,14.76,B,P,25.05,C,S
N.HSMH,15.18,B,P,25.97,C,S
N.HHIH,15.95,B,P,27.06,C,S
N.OOCH,16.11,B,P,27.52,C,S
N.KSAH,18.50,B,P,31.85,C,S
N.BZNH,32.78,B,P,99.99,*,S
