obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.NITH,2.89,B,P,4.85,C,S
N.KACH,3.35,B,P,5.64,C,S
N.YSDH,3.67,B,P,6.22,C,S
N.SDAH,4.99,B,P,8.51,C,S
N.HKTH,4.84,B,P,8.16,C,S
N.HIRH,5.36,B,P,8.76,C,S
N.KSIH,5.95,B,P,10.10,C,S
N.HINH,6.71,B,P,11.29,C,S
N.SGOH,6.71,B,P,11.44,C,S
N.KTWH,6.88,B,P,99.99,*,S
N.MHSH,8.17,B,P,13.75,C,S
N.OOCH,8.08,B,P,13.85,C,S
N.HSMH,9.08,B,P,15.72,C,S
N.TTAH,9.21,B,P,15.79,C,S
N.KSAH,10.51,B,P,17.96,C,S
N.YBRH,10.67,B,P,18.20,C,S
N.AKSH,10.68,B,P,18.34,C,S
N.IWAH,11.12,B,P,19.22,C,S
N.HKBH,11.26,B,P,19.45,C,S
N.SKGH,11.72,B,P,20.30,C,S
N.BSEH,13.43,B,P,23.07,C,S
N.KNGH,13.66,B,P,23.73,C,S
N.KNBH,14.47,B,P,24.76,C,S
N.TKBH,14.83,B,P,25.47,C,S
N.HHIH,14.94,B,P,25.59,C,S
N.MIHH,16.18,B,P,27.53,C,S
N.NMKH,16.99,B,P,29.28,C,S
N.SYOH,17.12,B,P,29.50,C,S
N.MITH,17.21,B,P,30.05,C,S
N.CHZH,18.28,B,P,31.28,C,S
