0.0 5.35 3.1
3.0 5.65 3.3
5.0 5.85 3.45
10.0 6.15 3.6
15.0 6.4 3.7
20.0 6.65 3.85
25.0 7.00 3.95
30.0 7.5 4.2
35.0 7.9 4.5
40.0 7.95 4.5
