N.MZKH    35.3553   133.4917  0.22008
N.HINH    35.2313   133.3909  0.31008
N.HKTH    35.2963   133.2604  0.06908
N.AKSH    35.4667   133.6307  -0.09445
N.MHSH    35.5579   133.3004  -0.192
N.SKGH    35.3649   133.7486  0.03344
N.YBRH    35.1809   133.6765  0.305
N.NITH    35.2235   133.0856  0.23908
N.SGOH    35.0493   133.3169  0.4635
N.KSIH    35.5232   133.0226  -0.08356
N.KSBH    35.2826   133.9263  0.295
N.KACH    35.3422   132.8989  -0.05506
N.TTAH    34.9103   133.4055  0.33
N.HKBH    34.9363   133.6205  0.11717
N.YSDH    35.1634   132.8558  0.279
N.TKBH    34.8684   133.8527  0.22
N.SYOH    35.0732   134.1162  -0.07147
N.CHZH    35.2604   134.2173  0.02953
N.BSEH    34.6756   133.5283  0.285
N.IAMH    35.5729   134.3426  -0.13792
N.KSAH    34.7016   132.9524  0.234
N.OHAH    35.0999   134.3190  0.07953
N.OOCH    35.0918   132.5308  0.13955
N.KNBH    34.5566   133.4179  -0.18
N.HSMH    34.8697   132.6396  0.06455
N.KMGH    34.8995   134.3284  -0.02
N.NMKH    34.3785   133.3493  -0.175
