N.MHRH    34.2937   134.7941  -0.04
N.WKYH    34.2868   135.0714  -0.19492
N.TJRH    34.3977   135.2836  -1.49498
N.NKMH    34.1314   135.3244  0.02
N.NAGH    34.3227   135.4483  0.44752
N.KKGH    34.8166   134.8080  -0.0834
N.HRKH    33.9804   135.2122  -0.04
N.TOKH    33.9902   134.5337  -0.09143
N.UUMH    34.4572   134.3241  -0.41452
N.KNHH    34.6628   135.3896  -1.99318
N.TJOH    34.9082   135.0844  0.04
N.MKIH    34.2700   134.1482  -0.0516
N.HNSH    34.7283   134.2744  -0.10118
N.SGUH    34.9313   134.5423  -0.02992
N.KAMH    35.1006   134.9037  0.04508
N.TKBH    34.8684   133.8527  0.22
N.CHZH    35.2604   134.2173  0.02953
