N.BSEH    34.6756   133.5283  0.285
N.TTAH    34.9103   133.4055  0.33
N.KNBH    34.5566   133.4179  -0.18
N.JNSH    34.8225   133.1674  0.48908
N.MABH    34.6429   133.6861  -0.05052
N.HKBH    34.9363   133.6205  0.11717
N.OKYH    34.7783   133.7890  -0.10047
N.SGOH    35.0493   133.3169  0.4635
N.MIGH    34.5183   133.1375  -0.041
N.TKBH    34.8684   133.8527  0.22
N.NMKH    34.3785   133.3493  -0.175
N.KSAH    34.7016   132.9524  0.234
N.DWAH    34.5482   132.9480  0.25948
N.YBRH    35.1809   133.6765  0.305
N.MIHH    34.3736   133.0236  -0.17147
N.SETH    34.7501   134.0702  -0.17057
N.HKTH    35.2963   133.2604  0.06908
N.MNOH    34.1980   133.7081  -0.19597
N.HHIH    34.4572   132.7923  0.1334
N.MYKH    34.1918   133.0581  -0.0966
N.YSDH    35.1634   132.8558  0.279
N.SYOH    35.0732   134.1162  -0.07147
N.HSMH    34.8697   132.6396  0.06455
N.AYKH    34.2186   133.9493  -0.02887
N.UUMH    34.4572   134.3241  -0.41452
N.OOCH    35.0918   132.5308  0.13955
N.MHSH    35.5579   133.3004  -0.192
