N.KRHH    34.1161   132.5053  0.0784
N.OKMH    34.2090   132.4063  -0.0616
N.KURH    34.2882   132.6411  0.128
N.TOHH    33.9291   132.4046  -0.0966
N.HISH    34.4122   132.3907  -0.0516
N.IKNH    34.1891   132.1260  -0.115
N.SKIH    34.3935   132.1611  0.25
N.SYTH    34.0270   132.0626  0.073
N.MKWH    34.1974   131.9943  -0.135
N.HHIH    34.4572   132.7923  0.1334
N.HRSH    34.5810   132.4295  0.20908
N.KNSH    33.8260   132.1040  -0.0426
N.TGUH    34.5716   132.2326  0.1614
N.MYKH    34.1918   133.0581  -0.0966
N.MIHH    34.3736   133.0236  -0.17147
N.MICH    34.3904   131.8925  0.148
N.TBEH    33.7112   132.8032  0.005
N.TKUH    33.9725   131.8149  -0.0116
N.OOZH    33.5807   132.6011  0.1084
N.MITH    34.6940   132.0402  0.08155
N.TKJH    34.2091   131.6859  -0.08
N.KSAH    34.7016   132.9524  0.234
N.IKTH    33.4719   132.3072  -0.146
N.HSMH    34.8697   132.6396  0.06455
N.NMKH    34.3785   133.3493  -0.175
N.TMGH    34.6257   131.6681  -0.09
N.MISH    33.3719   132.1157  -0.21352
N.MTOH    34.2176   131.3597  0.04706
N.OOCH    35.0918   132.5308  0.13955
