N.SKGH    35.3649   133.7486  0.03344
N.KSBH    35.2826   133.9263  0.295
N.AKSH    35.4667   133.6307  -0.09445
N.YBRH    35.1809   133.6765  0.305
N.MZKH    35.3553   133.4917  0.22008
N.KWHH    35.3946   134.1988  -0.07156
N.CHZH    35.2604   134.2173  0.02953
N.HINH    35.2313   133.3909  0.31008
N.SYOH    35.0732   134.1162  -0.07147
N.IAMH    35.5729   134.3426  -0.13792
N.MHSH    35.5579   133.3004  -0.192
N.HKTH    35.2963   133.2604  0.06908
N.OHAH    35.0999   134.3190  0.07953
N.HKBH    34.9363   133.6205  0.11717
N.TKBH    34.8684   133.8527  0.22
N.SGOH    35.0493   133.3169  0.4635
N.TTAH    34.9103   133.4055  0.33
N.KMGH    34.8995   134.3284  -0.02
N.KSIH    35.5232   133.0226  -0.08356
N.SETH    34.7501   134.0702  -0.17057
N.SGUH    34.9313   134.5423  -0.02992
N.KACH    35.3422   132.8989  -0.05506
N.HNSH    34.7283   134.2744  -0.10118
N.KAMH    35.1006   134.9037  0.04508
N.UUMH    34.4572   134.3241  -0.41452
