N.UUMH    34.4572   134.3241  -0.41452
N.MHRH    34.2937   134.7941  -0.04
N.OHCH    34.2264   134.3042  -0.071
N.AIOH    34.7934   134.4797  -0.13992
N.HNSH    34.7283   134.2744  -0.10118
N.KKGH    34.8166   134.8080  -0.0834
N.MKIH    34.2700   134.1482  -0.0516
N.WKYH    34.2868   135.0714  -0.19492
N.SGUH    34.9313   134.5423  -0.02992
N.KMGH    34.8995   134.3284  -0.02
N.TOKH    33.9902   134.5337  -0.09143
N.SETH    34.7501   134.0702  -0.17057
N.YMSH    35.0322   134.6701  0.06
N.AYKH    34.2186   133.9493  -0.02887
N.TJOH    34.9082   135.0844  0.04
N.KAMH    35.1006   134.9037  0.04508
N.KYDH    33.8777   134.1295  0.449
N.TKBH    34.8684   133.8527  0.22
N.CHZH    35.2604   134.2173  0.02953
