N.TMGH    34.6257   131.6681  -0.09
N.HGIH    34.3979   131.3774  -0.0966
N.MTMH    34.4837   131.6329  0.165
N.NGTH    34.3408   131.1770  -0.15947
N.MTOH    34.2176   131.3597  0.04706
N.MICH    34.3904   131.8925  0.148
N.HIKH    34.5725   132.0122  0.06008
N.MITH    34.6940   132.0402  0.08155
N.TKJH    34.2091   131.6859  -0.08
N.MNEH    34.1111   131.1434  -0.13
N.KIKH    34.1149   131.0506  -0.17
N.TYUH    34.1349   130.9323  -0.156
N.HOFH    34.0494   131.5617  -0.165
N.UBEH    33.9893   131.3012  -0.12
N.KNGH    34.8839   132.2026  0.05955
N.MKWH    34.1974   131.9943  -0.135
N.TGUH    34.5716   132.2326  0.1614
N.SKIH    34.3935   132.1611  0.25
N.TKUH    33.9725   131.8149  -0.0116
N.IKNH    34.1891   132.1260  -0.115
N.GEIH    34.7471   132.3794  0.612
N.KKYH    33.8853   130.9795  -0.188
N.IWAH    34.8801   132.4207  0.20008
N.HRSH    34.5810   132.4295  0.20908
N.SYTH    34.0270   132.0626  0.073
N.HISH    34.4122   132.3907  -0.0516
N.OKMH    34.2090   132.4063  -0.0616
N.OOCH    35.0918   132.5308  0.13955
N.GENH    33.8501   130.5432  -0.1766
N.HSMH    34.8697   132.6396  0.06455
N.KNSH    33.8260   132.1040  -0.0426
N.BZNH    33.5925   131.1348  -0.269
