N.MHRH    34.2937   134.7941  -0.04
N.WKYH    34.2868   135.0714  -0.19492
N.UUMH    34.4572   134.3241  -0.41452
N.TJRH    34.3977   135.2836  -1.49498
N.OHCH    34.2264   134.3042  -0.071
N.KKGH    34.8166   134.8080  -0.0834
N.TOKH    33.9902   134.5337  -0.09143
N.AIOH    34.7934   134.4797  -0.13992
N.HNSH    34.7283   134.2744  -0.10118
N.MKIH    34.2700   134.1482  -0.0516
N.HRKH    33.9804   135.2122  -0.04
N.SGUH    34.9313   134.5423  -0.02992
N.KNHH    34.6628   135.3896  -1.99318
N.TJOH    34.9082   135.0844  0.04
N.KMGH    34.8995   134.3284  -0.02
N.KAMH    35.1006   134.9037  0.04508
N.TKBH    34.8684   133.8527  0.22
N.CHZH    35.2604   134.2173  0.02953
