N.KAMH    35.1006   134.9037  0.04508
N.TJOH    34.9082   135.0844  0.04
N.YMSH    35.0322   134.6701  0.06
N.SNTH    35.2925   134.9071  -0.02
N.KKGH    34.8166   134.8080  -0.0834
N.SSYH    35.0708   135.2811  0.11793
N.FKCH    35.3130   135.1334  -0.261
N.SGUH    34.9313   134.5423  -0.02992
N.HAGH    35.2193   134.5237  0.265
N.KMEH    35.0469   135.4846  0.07341
N.OHAH    35.0999   134.3190  0.07953
N.KMGH    34.8995   134.3284  -0.02
N.KNHH    34.6628   135.3896  -1.99318
N.MYMH    35.2685   135.5508  0.089
N.CHZH    35.2604   134.2173  0.02953
N.HNSH    34.7283   134.2744  -0.10118
N.SYOH    35.0732   134.1162  -0.07147
N.INEH    35.7101   135.2496  -0.173
N.IAMH    35.5729   134.3426  -0.13792
N.UUMH    34.4572   134.3241  -0.41452
N.TKBH    34.8684   133.8527  0.22
