1,5,5,5,6,3.00,3.30
2,5,15,5,8,2.0,4.5
3,5,15,5,8,2.0,4.5
4,5,15,5,8,2.0,4.5
5,5,15,5,8,2.0,4.5
6,10,10,7.60,8.10,4.00,4.70
